key,point,n_grid,env_low,env_high,min_low,max_low,min_high,max_high,sign_low_agree,sign_high_agree,n_cells_low_gt0,low_b1,low_b3,low_b7,arm,symbol,clock,band,metric,model,target
V-PERSIST|BTCUSDT|H1|DESIGN|ic_lag1_rv20_vs_target||,0.3626537908915093,15,0.27945251071452265,0.4292333939158565,0.27945251071452265,0.30985352619975326,0.4099048663053381,0.4292333939158565,true,true,15,0.30893157673717064,0.2903396475411122,0.27945251071452265,V-PERSIST,BTCUSDT,H1,DESIGN,ic_lag1_rv20_vs_target,"",""
V-PERSIST|BTCUSDT|H1|DESIGN|ic_rv20_vs_rv_next||,0.980706017163283,15,0.9741756072511475,0.985399891549135,0.9741756072511475,0.9763766896585497,0.984298605571736,0.985399891549135,true,true,15,0.9762182343442951,0.9750153971673559,0.9741756072511475,V-PERSIST,BTCUSDT,H1,DESIGN,ic_rv20_vs_rv_next,"",""
V-PERSIST|BTCUSDT|H1|DESIGN|ic_abs_r_lag1_persist||,0.2682255433265439,15,0.20041276891640525,0.3256312098819835,0.20041276891640525,0.22011367901340317,0.3131662947136044,0.3256312098819835,true,true,15,0.21829640774437833,0.206484553579923,0.20041276891640525,V-PERSIST,BTCUSDT,H1,DESIGN,ic_abs_r_lag1_persist,"",""
V-PERSIST|BTCUSDT|H1|DESIGN|oos_ic|har_ridge|target_abs_oo,0.3548229646495556,15,0.2572684074039199,0.42299877860729673,0.2572684074039199,0.29134556326005717,0.41122054954564186,0.42299877860729673,true,true,15,0.29009391044098104,0.2703068329651313,0.2572684074039199,V-PERSIST,BTCUSDT,H1,DESIGN,oos_ic,har_ridge,target_abs_oo
V-PERSIST|BTCUSDT|H1|DESIGN|dmae_vs_uncond|har_ridge|target_abs_oo,4.385613636117039,15,1.5296031446314216,7.345868686952598,1.5296031446314216,3.0428039767021926,5.757074125365766,7.345868686952598,true,true,15,2.97774033933291,2.1887956989654196,1.5296031446314216,V-PERSIST,BTCUSDT,H1,DESIGN,dmae_vs_uncond,har_ridge,target_abs_oo
V-PERSIST|BTCUSDT|H1|DESIGN|oos_ic|har_ols|target_abs_oo,0.3543934710182376,15,0.25687077006095527,0.42236385908043245,0.25687077006095527,0.2909918640071942,0.4108936051546779,0.42236385908043245,true,true,15,0.28959473994786866,0.27008160666872905,0.25687077006095527,V-PERSIST,BTCUSDT,H1,DESIGN,oos_ic,har_ols,target_abs_oo
V-PERSIST|BTCUSDT|H1|DESIGN|dmae_vs_uncond|har_ols|target_abs_oo,4.3863699973273444,15,1.5252677713781528,7.35251099059481,1.5252677713781528,3.039737588664254,5.763586137185103,7.35251099059481,true,true,15,2.978306967860356,2.1847294040916854,1.5252677713781528,V-PERSIST,BTCUSDT,H1,DESIGN,dmae_vs_uncond,har_ols,target_abs_oo
V-PERSIST|BTCUSDT|H1|DESIGN|oos_ic|har_ridge|rv_next,0.9805269341653463,15,0.9727554522201243,0.9854573496538622,0.9727554522201243,0.9746539508224502,0.9849074107282522,0.9854573496538622,true,true,15,0.974465646880011,0.9731034004251385,0.9727554522201243,V-PERSIST,BTCUSDT,H1,DESIGN,oos_ic,har_ridge,rv_next
V-PERSIST|BTCUSDT|H1|DESIGN|dmae_vs_uncond|har_ridge|rv_next,0.0019929530210814526,15,0.0016262932500474476,0.0023702115210162025,0.0016262932500474476,0.001761067592358538,0.002231434143966221,0.0023702115210162025,true,true,15,0.0017524357446510367,0.0016717644473796581,0.0016262932500474476,V-PERSIST,BTCUSDT,H1,DESIGN,dmae_vs_uncond,har_ridge,rv_next
V-PERSIST|BTCUSDT|H1|DESIGN|oos_ic|har_ols|rv_next,0.9805069829280529,15,0.9727248723598284,0.9854407763870444,0.9727248723598284,0.9746253908477083,0.9848974543430714,0.9854407763870444,true,true,15,0.9744424879503819,0.9730785210385408,0.9727248723598284,V-PERSIST,BTCUSDT,H1,DESIGN,oos_ic,har_ols,rv_next
V-PERSIST|BTCUSDT|H1|DESIGN|dmae_vs_uncond|har_ols|rv_next,0.001992366895135865,15,0.001625440728401273,0.0023701298131911085,0.001625440728401273,0.001760589532301663,0.0022307808693899536,0.0023701298131911085,true,true,15,0.0017518240892497009,0.001671070469066271,0.001625440728401273,V-PERSIST,BTCUSDT,H1,DESIGN,dmae_vs_uncond,har_ols,rv_next
V-LEVEL|BTCUSDT|H1|DESIGN|oos_ic|ridge|target_abs_oo,0.41445493558062196,15,0.32660317673030936,0.4785189726164177,0.32660317673030936,0.3548521919177402,0.4677774735167989,0.4785189726164177,true,true,15,0.3534840156630344,0.33382372798912835,0.32660317673030936,V-LEVEL,BTCUSDT,H1,DESIGN,oos_ic,ridge,target_abs_oo
V-LEVEL|BTCUSDT|H1|DESIGN|dmae_vs_uncond|ridge|target_abs_oo,5.261685322682158,15,2.4749090296556155,8.2105886689471,2.4749090296556155,3.906431849862698,6.6465019073937865,8.2105886689471,true,true,15,3.860756319341055,3.159998760163613,2.4749090296556155,V-LEVEL,BTCUSDT,H1,DESIGN,dmae_vs_uncond,ridge,target_abs_oo
V-LEVEL|BTCUSDT|H1|DESIGN|oos_ic|ols|target_abs_oo,0.4144362516561326,15,0.32659946541668616,0.47847670397570113,0.32659946541668616,0.35481879518578147,0.4677674216884489,0.47847670397570113,true,true,15,0.35345759396803894,0.33384313321145964,0.32659946541668616,V-LEVEL,BTCUSDT,H1,DESIGN,oos_ic,ols,target_abs_oo
V-LEVEL|BTCUSDT|H1|DESIGN|dmae_vs_uncond|ols|target_abs_oo,5.26315503554443,15,2.4763233543310847,8.21303566824504,2.4763233543310847,3.9078046696078355,6.6481059216184155,8.21303566824504,true,true,15,3.861334403444705,3.1617149658977657,2.4763233543310847,V-LEVEL,BTCUSDT,H1,DESIGN,dmae_vs_uncond,ols,target_abs_oo
V-LEVEL|BTCUSDT|H1|DESIGN|oos_ic|ewma|target_abs_oo,0.37760486977528007,15,0.28338451495589734,0.44439285322995103,0.28338451495589734,0.31498425368547994,0.4333213860862036,0.44439285322995103,true,true,15,0.31288832379996406,0.2918589953771026,0.28338451495589734,V-LEVEL,BTCUSDT,H1,DESIGN,oos_ic,ewma,target_abs_oo
V-LEVEL|BTCUSDT|H1|DESIGN|oos_ic|ridge|rv_next,0.9811830045033918,15,0.9734576850275961,0.985976075544206,0.9734576850275961,0.9755365832868858,0.9853983569749356,0.985976075544206,true,true,15,0.9753916455454005,0.9738939658540098,0.9734576850275961,V-LEVEL,BTCUSDT,H1,DESIGN,oos_ic,ridge,rv_next
V-LEVEL|BTCUSDT|H1|DESIGN|dmae_vs_uncond|ridge|rv_next,0.001990845430397489,15,0.0016171522028167846,0.0023774376772014833,0.0016171522028167846,0.0017571347039654162,0.0022310537311349635,0.0023774376772014833,true,true,15,0.0017478483901534807,0.0016646121330077762,0.0016171522028167846,V-LEVEL,BTCUSDT,H1,DESIGN,dmae_vs_uncond,ridge,rv_next
V-LEVEL|BTCUSDT|H1|DESIGN|oos_ic|ols|rv_next,0.9811912849542679,15,0.9734679822147152,0.9859933701182966,0.9734679822147152,0.9755404413649827,0.9854057922537833,0.9859933701182966,true,true,15,0.9754051296926812,0.9739107424203621,0.9734679822147152,V-LEVEL,BTCUSDT,H1,DESIGN,oos_ic,ols,rv_next
V-LEVEL|BTCUSDT|H1|DESIGN|dmae_vs_uncond|ols|rv_next,0.001991700578839237,15,0.001618036309554175,0.002378173342335612,0.001618036309554175,0.0017581504717919037,0.0022318196012670877,0.002378173342335612,true,true,15,0.0017487215275924408,0.00166547844715869,0.001618036309554175,V-LEVEL,BTCUSDT,H1,DESIGN,dmae_vs_uncond,ols,rv_next
V-LEVEL|BTCUSDT|H1|DESIGN|oos_ic|ewma|rv_next,0.9346730925653957,15,0.9067890179708943,0.9509070612721353,0.9067890179708943,0.915945623314835,0.9490648711172619,0.9509070612721353,true,true,15,0.9155020782133094,0.9111781405071023,0.9067890179708943,V-LEVEL,BTCUSDT,H1,DESIGN,oos_ic,ewma,rv_next
V-REGIME|BTCUSDT|H1|DESIGN|gap_high_low_bps||,8.682155866297531,15,3.0589332681509322,15.655207586905941,3.0589332681509322,4.072749911164723,13.686217096310063,15.655207586905941,true,true,15,3.9834643411460644,3.0589332681509322,3.483374916197427,V-REGIME,BTCUSDT,H1,DESIGN,gap_high_low_bps,"",""
V-REGIME|BTCUSDT|H1|DESIGN|ic_state_vs_target||,0.110171608298504,15,0.04081701949741812,0.18038849971271076,0.04081701949741812,0.05618286386725424,0.1666564823793932,0.18038849971271076,true,true,15,0.05114845210104721,0.04081701949741812,0.05424898307742597,V-REGIME,BTCUSDT,H1,DESIGN,ic_state_vs_target,"",""
V-REGIME-HMM|BTCUSDT|H1|DESIGN|gap_high_low_bps||,22.32789318221366,15,14.226285431613329,29.79016615010581,14.226285431613329,15.372779583320108,29.10718337763009,29.79016615010581,true,true,15,15.2436411128074,14.226285431613329,14.794665693102322,V-REGIME-HMM,BTCUSDT,H1,DESIGN,gap_high_low_bps,"",""
V-REGIME-HMM|BTCUSDT|H1|DESIGN|ic_state_vs_target||,0.20187803145050198,15,0.13966732245305952,0.2558237418631315,0.13966732245305952,0.14913265652008295,0.2457797943574651,0.2558237418631315,true,true,15,0.14686698078186325,0.13966732245305952,0.14330326328294937,V-REGIME-HMM,BTCUSDT,H1,DESIGN,ic_state_vs_target,"",""
V-MEASURE|BTCUSDT|H1|DESIGN|ic_rv20_vs_target|rv20|target_abs_oo,0.3626537908915093,15,0.27945251071452265,0.4292333939158565,0.27945251071452265,0.30985352619975326,0.4099048663053381,0.4292333939158565,true,true,15,0.30893157673717064,0.2903396475411122,0.27945251071452265,V-MEASURE,BTCUSDT,H1,DESIGN,ic_rv20_vs_target,rv20,target_abs_oo
V-MEASURE|BTCUSDT|H1|DESIGN|ic_parkinson_vs_target|parkinson|target_abs_oo,0.39803778201107615,15,0.3245371888624647,0.457878345849184,0.3245371888624647,0.3509210115524607,0.44230200065072983,0.457878345849184,true,true,15,0.34930398311515215,0.3335900069168315,0.3245371888624647,V-MEASURE,BTCUSDT,H1,DESIGN,ic_parkinson_vs_target,parkinson,target_abs_oo
V-MEASURE|BTCUSDT|H1|DESIGN|ic_gk_vs_target|gk|target_abs_oo,0.3942479085272374,15,0.3193064941893066,0.45540265381178624,0.3193064941893066,0.34695627240106774,0.43913674099794264,0.45540265381178624,true,true,15,0.3447008996294929,0.3289183252829664,0.3193064941893066,V-MEASURE,BTCUSDT,H1,DESIGN,ic_gk_vs_target,gk,target_abs_oo
V-MEASURE|BTCUSDT|H1|DESIGN|ic_ewma_vol_vs_target|ewma_vol|target_abs_oo,0.3774357179326168,15,0.292029858772447,0.4418047360563827,0.292029858772447,0.32478914114045015,0.42548300662403693,0.4418047360563827,true,true,15,0.323420676731476,0.30520999359192885,0.292029858772447,V-MEASURE,BTCUSDT,H1,DESIGN,ic_ewma_vol_vs_target,ewma_vol,target_abs_oo
V-MEASURE|BTCUSDT|H1|DESIGN|oos_ic|ridge_rv20|target_abs_oo,0.3444074541326489,15,0.24738488350381557,0.41530899031391255,0.24738488350381557,0.2781752521188235,0.40260288247337717,0.41530899031391255,true,true,15,0.27674369142314387,0.2547772204352617,0.24738488350381557,V-MEASURE,BTCUSDT,H1,DESIGN,oos_ic,ridge_rv20,target_abs_oo
V-MEASURE|BTCUSDT|H1|DESIGN|dmae_vs_uncond|ridge_rv20|target_abs_oo,3.9628863280374254,15,1.3031171523915812,6.701966563163158,1.3031171523915812,2.6552652280352014,5.297701986815628,6.701966563163158,true,true,15,2.5871714284093406,1.9026747474369632,1.3031171523915812,V-MEASURE,BTCUSDT,H1,DESIGN,dmae_vs_uncond,ridge_rv20,target_abs_oo
V-MEASURE|BTCUSDT|H1|DESIGN|oos_ic|ridge_rv20|rv_next,0.9806458067116866,15,0.9728154270553996,0.9856041929728812,0.9728154270553996,0.9748052627883451,0.9850114523344097,0.9856041929728812,true,true,15,0.9746153267015818,0.9731744882137441,0.9728154270553996,V-MEASURE,BTCUSDT,H1,DESIGN,oos_ic,ridge_rv20,rv_next
V-MEASURE|BTCUSDT|H1|DESIGN|dmae_vs_uncond|ridge_rv20|rv_next,0.0020029090119484494,15,0.001634054867710723,0.002382640865446726,0.001634054867710723,0.0017700719971171488,0.002242799737016882,0.002382640865446726,true,true,15,0.00176145958181395,0.0016795726431407044,0.001634054867710723,V-MEASURE,BTCUSDT,H1,DESIGN,dmae_vs_uncond,ridge_rv20,rv_next
V-MEASURE|BTCUSDT|H1|DESIGN|oos_ic|ridge_parkinson|target_abs_oo,0.36451547436691645,15,0.27898355950195725,0.43033292337083934,0.27898355950195725,0.3065628410390661,0.4172965021227762,0.43033292337083934,true,true,15,0.30488569185626774,0.28731045315543247,0.27898355950195725,V-MEASURE,BTCUSDT,H1,DESIGN,oos_ic,ridge_parkinson,target_abs_oo
V-MEASURE|BTCUSDT|H1|DESIGN|dmae_vs_uncond|ridge_parkinson|target_abs_oo,3.7372637642698323,15,1.8606521845725579,5.690429801284253,1.8606521845725579,2.748975779462407,4.724074651810852,5.690429801284253,true,true,15,2.7140480067251085,2.286060380532187,1.8606521845725579,V-MEASURE,BTCUSDT,H1,DESIGN,dmae_vs_uncond,ridge_parkinson,target_abs_oo
V-MEASURE|BTCUSDT|H1|DESIGN|oos_ic|ridge_parkinson|rv_next,0.5003973950897175,15,0.37435265427165554,0.594385285906177,0.37435265427165554,0.42218362100044576,0.5691061431870824,0.594385285906177,true,true,15,0.4196356589284041,0.3939150562476533,0.37435265427165554,V-MEASURE,BTCUSDT,H1,DESIGN,oos_ic,ridge_parkinson,rv_next
V-MEASURE|BTCUSDT|H1|DESIGN|dmae_vs_uncond|ridge_parkinson|rv_next,0.0004689080045593038,15,0.0002117840560010642,0.0007431822290880568,0.0002117840560010642,0.00032640584470266615,0.0006103103589371785,0.0007431822290880568,true,true,15,0.00032159106444416905,0.00025915843146399973,0.0002117840560010642,V-MEASURE,BTCUSDT,H1,DESIGN,dmae_vs_uncond,ridge_parkinson,rv_next
V-MEASURE|BTCUSDT|H1|DESIGN|oos_ic|ridge_gk|target_abs_oo,0.36090788825226816,15,0.2741635091596355,0.4265897830250139,0.2741635091596355,0.30295904914781013,0.41376909938530315,0.4265897830250139,true,true,15,0.3017535687781785,0.2828430513443234,0.2741635091596355,V-MEASURE,BTCUSDT,H1,DESIGN,oos_ic,ridge_gk,target_abs_oo
V-MEASURE|BTCUSDT|H1|DESIGN|dmae_vs_uncond|ridge_gk|target_abs_oo,3.703371634125614,15,1.7852569344351334,5.690552122963607,1.7852569344351334,2.694663726455398,4.718787766836345,5.690552122963607,true,true,15,2.668909692558032,2.209348379517337,1.7852569344351334,V-MEASURE,BTCUSDT,H1,DESIGN,dmae_vs_uncond,ridge_gk,target_abs_oo
V-MEASURE|BTCUSDT|H1|DESIGN|oos_ic|ridge_gk|rv_next,0.5032673960924565,15,0.37670873344952405,0.5967492634370772,0.37670873344952405,0.424506194775709,0.5725738207202494,0.5967492634370772,true,true,15,0.4224205124528061,0.3968024784328141,0.37670873344952405,V-MEASURE,BTCUSDT,H1,DESIGN,oos_ic,ridge_gk,rv_next
V-MEASURE|BTCUSDT|H1|DESIGN|dmae_vs_uncond|ridge_gk|rv_next,0.00047655940854679556,15,0.00021440118896104033,0.0007557052625075203,0.00021440118896104033,0.00033014038461161294,0.0006213494632694042,0.0007557052625075203,true,true,15,0.0003255021754051041,0.00026290905103078667,0.00021440118896104033,V-MEASURE,BTCUSDT,H1,DESIGN,dmae_vs_uncond,ridge_gk,rv_next
V-TAIL|BTCUSDT|H1|DESIGN|exceed_diff_p90||,0.044299601193371826,15,0.013819887305724175,0.08035846185177616,0.013819887305724175,0.017123975622182604,0.07328920318913158,0.08035846185177616,true,true,15,0.016485601516917022,0.013819887305724175,0.016608289167161627,V-TAIL,BTCUSDT,H1,DESIGN,exceed_diff_p90,"",""
V-TAIL|BTCUSDT|H1|DESIGN|exceed_diff_p95||,0.02857533007314096,15,0.006508946005653811,0.05720180909631825,0.006508946005653811,0.009441752609370453,0.04957120354093852,0.05720180909631825,true,true,15,0.009012067126702753,0.006930868645673748,0.006508946005653811,V-TAIL,BTCUSDT,H1,DESIGN,exceed_diff_p95,"",""
V-PERSIST|BTCUSDT|H1|CONFIRM|ic_lag1_rv20_vs_target||,0.30360956888888374,15,0.2520901170516409,0.3505062526961438,0.2520901170516409,0.26612998218259026,0.33930081892844904,0.3505062526961438,true,true,15,0.264685092995063,0.25542512306120446,0.2520901170516409,V-PERSIST,BTCUSDT,H1,CONFIRM,ic_lag1_rv20_vs_target,"",""
V-PERSIST|BTCUSDT|H1|CONFIRM|ic_rv20_vs_rv_next||,0.9773259845167382,15,0.9727128374000845,0.9811437396251181,0.9727128374000845,0.9733845978476746,0.9808116910262927,0.9811437396251181,true,true,15,0.9732156618696856,0.9729468722923014,0.9727128374000845,V-PERSIST,BTCUSDT,H1,CONFIRM,ic_rv20_vs_rv_next,"",""
V-PERSIST|BTCUSDT|H1|CONFIRM|ic_abs_r_lag1_persist||,0.25141091654429326,15,0.209104271633224,0.2922011510616706,0.209104271633224,0.2175456464252336,0.28425840033630895,0.2922011510616706,true,true,15,0.2162861913002491,0.21031117041351113,0.209104271633224,V-PERSIST,BTCUSDT,H1,CONFIRM,ic_abs_r_lag1_persist,"",""
V-PERSIST|BTCUSDT|H1|CONFIRM|oos_ic|har_ridge|target_abs_oo,0.28741321637830125,15,0.23127689064269388,0.33807664689481953,0.23127689064269388,0.24763469227261695,0.32483248001879456,0.33807664689481953,true,true,15,0.24656330244177974,0.23575241830257407,0.23127689064269388,V-PERSIST,BTCUSDT,H1,CONFIRM,oos_ic,har_ridge,target_abs_oo
V-PERSIST|BTCUSDT|H1|CONFIRM|dmae_vs_uncond|har_ridge|target_abs_oo,2.185137130663874,15,1.3359350251452489,3.0858971548646537,1.3359350251452489,1.5945427961432943,2.770440299175085,3.0858971548646537,true,true,15,1.5796321349341593,1.4033089572943684,1.3359350251452489,V-PERSIST,BTCUSDT,H1,CONFIRM,dmae_vs_uncond,har_ridge,target_abs_oo
V-PERSIST|BTCUSDT|H1|CONFIRM|oos_ic|har_ols|target_abs_oo,0.2871109161543439,15,0.23094805474865157,0.33779353994064315,0.23094805474865157,0.2473590017597869,0.32460488298506507,0.33779353994064315,true,true,15,0.2462121191821291,0.23538548625524452,0.23094805474865157,V-PERSIST,BTCUSDT,H1,CONFIRM,oos_ic,har_ols,target_abs_oo
V-PERSIST|BTCUSDT|H1|CONFIRM|dmae_vs_uncond|har_ols|target_abs_oo,2.1821959499789156,15,1.331628138344433,3.083357721191111,1.331628138344433,1.5907095186267448,2.7689591437886896,3.083357721191111,true,true,15,1.5756822526453744,1.39874185931254,1.331628138344433,V-PERSIST,BTCUSDT,H1,CONFIRM,dmae_vs_uncond,har_ols,target_abs_oo
V-PERSIST|BTCUSDT|H1|CONFIRM|oos_ic|har_ridge|rv_next,0.9774211609366175,15,0.9728125289791044,0.9812520220412705,0.9728125289791044,0.9734971429119328,0.980901764468131,0.9812520220412705,true,true,15,0.973333240917139,0.9730230522848902,0.9728125289791044,V-PERSIST,BTCUSDT,H1,CONFIRM,oos_ic,har_ridge,rv_next
V-PERSIST|BTCUSDT|H1|CONFIRM|dmae_vs_uncond|har_ridge|rv_next,0.0017019643295410275,15,0.00151837651321895,0.0019035897241645985,0.00151837651321895,0.0015588505894547542,0.001851729626752067,0.0019035897241645985,true,true,15,0.0015572852018223443,0.0015348535460171008,0.00151837651321895,V-PERSIST,BTCUSDT,H1,CONFIRM,dmae_vs_uncond,har_ridge,rv_next
V-PERSIST|BTCUSDT|H1|CONFIRM|oos_ic|har_ols|rv_next,0.9774040449515363,15,0.9727893427470395,0.9812403179374305,0.9727893427470395,0.973481179475265,0.9808851627654923,0.9812403179374305,true,true,15,0.9733148422696383,0.9729982055119994,0.9727893427470395,V-PERSIST,BTCUSDT,H1,CONFIRM,oos_ic,har_ols,rv_next
V-PERSIST|BTCUSDT|H1|CONFIRM|dmae_vs_uncond|har_ols|rv_next,0.0017015312273722359,15,0.0015179228638966238,0.00190324387982565,0.0015179228638966238,0.0015584867617582164,0.0018513120960374154,0.00190324387982565,true,true,15,0.0015568223744255219,0.0015344724295632472,0.0015179228638966238,V-PERSIST,BTCUSDT,H1,CONFIRM,dmae_vs_uncond,har_ols,rv_next
V-LEVEL|BTCUSDT|H1|CONFIRM|oos_ic|ridge|target_abs_oo,0.36549243640517454,15,0.3160101133585972,0.4094621731206977,0.3160101133585972,0.33015501105709577,0.3979307153307853,0.4094621731206977,true,true,15,0.32931891008789743,0.3203159139618985,0.3160101133585972,V-LEVEL,BTCUSDT,H1,CONFIRM,oos_ic,ridge,target_abs_oo
V-LEVEL|BTCUSDT|H1|CONFIRM|dmae_vs_uncond|ridge|target_abs_oo,3.064190495185488,15,2.231229076052745,3.9575459991194553,2.231229076052745,2.517520847783234,3.6045348856100543,3.9575459991194553,true,true,15,2.5063769209993207,2.3481790785206456,2.231229076052745,V-LEVEL,BTCUSDT,H1,CONFIRM,dmae_vs_uncond,ridge,target_abs_oo
V-LEVEL|BTCUSDT|H1|CONFIRM|oos_ic|ols|target_abs_oo,0.36541250418816273,15,0.31592835205908715,0.40936817830886346,0.31592835205908715,0.33008001236881196,0.39785698641923634,0.40936817830886346,true,true,15,0.32924896608641446,0.32021514880311164,0.31592835205908715,V-LEVEL,BTCUSDT,H1,CONFIRM,oos_ic,ols,target_abs_oo
V-LEVEL|BTCUSDT|H1|CONFIRM|dmae_vs_uncond|ols|target_abs_oo,3.0639895467551157,15,2.2306090436392454,3.957723537513568,2.2306090436392454,2.5175042840693185,3.6039124430838756,3.957723537513568,true,true,15,2.5064563797547788,2.3474947470213716,2.2306090436392454,V-LEVEL,BTCUSDT,H1,CONFIRM,dmae_vs_uncond,ols,target_abs_oo
V-LEVEL|BTCUSDT|H1|CONFIRM|oos_ic|ewma|target_abs_oo,0.30654408980363257,15,0.2509242358034555,0.35654137915252626,0.2509242358034555,0.26704236323935965,0.3432950417429434,0.35654137915252626,true,true,15,0.26575624483635907,0.2553942945624047,0.2509242358034555,V-LEVEL,BTCUSDT,H1,CONFIRM,oos_ic,ewma,target_abs_oo
V-LEVEL|BTCUSDT|H1|CONFIRM|oos_ic|ridge|rv_next,0.9775099720788784,15,0.9728981019218523,0.981354922944201,0.9728981019218523,0.9736028483832774,0.9809601149400845,0.981354922944201,true,true,15,0.9734437729242936,0.9731076973326784,0.9728981019218523,V-LEVEL,BTCUSDT,H1,CONFIRM,oos_ic,ridge,rv_next
V-LEVEL|BTCUSDT|H1|CONFIRM|dmae_vs_uncond|ridge|rv_next,0.0016892670597295667,15,0.001506149341216974,0.001889820393303822,0.001506149341216974,0.0015472760145884203,0.0018378887456196307,0.001889820393303822,true,true,15,0.0015450444866204859,0.0015234128160963784,0.001506149341216974,V-LEVEL,BTCUSDT,H1,CONFIRM,dmae_vs_uncond,ridge,rv_next
V-LEVEL|BTCUSDT|H1|CONFIRM|oos_ic|ols|rv_next,0.9775328357388312,15,0.9729235973033449,0.9813797111940642,0.9729235973033449,0.9736266079947555,0.9809801728635861,0.9813797111940642,true,true,15,0.9734713918518743,0.9731346267902482,0.9729235973033449,V-LEVEL,BTCUSDT,H1,CONFIRM,oos_ic,ols,rv_next
V-LEVEL|BTCUSDT|H1|CONFIRM|dmae_vs_uncond|ols|rv_next,0.0016899481687166623,15,0.0015068353304821056,0.0018905495273338654,0.0015068353304821056,0.0015479318921210953,0.0018386238751839986,0.0018905495273338654,true,true,15,0.0015457505379698029,0.0015240625225626833,0.0015068353304821056,V-LEVEL,BTCUSDT,H1,CONFIRM,dmae_vs_uncond,ols,rv_next
V-LEVEL|BTCUSDT|H1|CONFIRM|oos_ic|ewma|rv_next,0.9040369238174439,15,0.8757619811050066,0.9261478815844761,0.8757619811050066,0.879322070543088,0.9238230993318708,0.9261478815844761,true,true,15,0.8780155967179806,0.875875008801153,0.8757619811050066,V-LEVEL,BTCUSDT,H1,CONFIRM,oos_ic,ewma,rv_next
V-REGIME|BTCUSDT|H1|CONFIRM|gap_high_low_bps||,8.244351304128738,15,5.445735305049962,11.128817567130772,5.445735305049962,5.813587222542042,10.82078469053217,11.128817567130772,true,true,15,5.63971370613741,5.445735305049962,5.783641386668604,V-REGIME,BTCUSDT,H1,CONFIRM,gap_high_low_bps,"",""
V-REGIME|BTCUSDT|H1|CONFIRM|ic_state_vs_target||,0.15623520511911443,15,0.1136075714983481,0.19826903321451347,0.1136075714983481,0.1232490997571531,0.19053823725730823,0.19826903321451347,true,true,15,0.1172595672731587,0.1136075714983481,0.12189987293963049,V-REGIME,BTCUSDT,H1,CONFIRM,ic_state_vs_target,"",""
V-REGIME-HMM|BTCUSDT|H1|CONFIRM|gap_high_low_bps||,20.923512132690366,15,15.670055745381324,25.688975789816762,15.670055745381324,17.003993669114223,24.711304143557026,25.688975789816762,true,true,15,16.937340295092852,16.333258309608084,15.670055745381324,V-REGIME-HMM,BTCUSDT,H1,CONFIRM,gap_high_low_bps,"",""
V-REGIME-HMM|BTCUSDT|H1|CONFIRM|ic_state_vs_target||,0.21520807342140483,15,0.17717636022005676,0.24900730027693324,0.17717636022005676,0.18451244236362158,0.2437718588339116,0.24900730027693324,true,true,15,0.18361795795840247,0.18084394150256802,0.17717636022005676,V-REGIME-HMM,BTCUSDT,H1,CONFIRM,ic_state_vs_target,"",""
V-MEASURE|BTCUSDT|H1|CONFIRM|ic_rv20_vs_target|rv20|target_abs_oo,0.30360956888888374,15,0.2520901170516409,0.3505062526961438,0.2520901170516409,0.26612998218259026,0.33930081892844904,0.3505062526961438,true,true,15,0.264685092995063,0.25542512306120446,0.2520901170516409,V-MEASURE,BTCUSDT,H1,CONFIRM,ic_rv20_vs_target,rv20,target_abs_oo
V-MEASURE|BTCUSDT|H1|CONFIRM|ic_parkinson_vs_target|parkinson|target_abs_oo,0.3718774338923039,15,0.3254562780928946,0.4145200599897034,0.3254562780928946,0.3371858422055339,0.4045165257041546,0.4145200599897034,true,true,15,0.3362253755413662,0.32831330693052335,0.3254562780928946,V-MEASURE,BTCUSDT,H1,CONFIRM,ic_parkinson_vs_target,parkinson,target_abs_oo
V-MEASURE|BTCUSDT|H1|CONFIRM|ic_gk_vs_target|gk|target_abs_oo,0.36835475187498723,15,0.3219912984833715,0.41130723429618316,0.3219912984833715,0.33403366365237774,0.40080136847635117,0.41130723429618316,true,true,15,0.3324549210888967,0.32484623361065035,0.3219912984833715,V-MEASURE,BTCUSDT,H1,CONFIRM,ic_gk_vs_target,gk,target_abs_oo
V-MEASURE|BTCUSDT|H1|CONFIRM|ic_ewma_vol_vs_target|ewma_vol|target_abs_oo,0.30654408980363257,15,0.2509242358034555,0.35654137915252626,0.2509242358034555,0.26704236323935965,0.3432950417429434,0.35654137915252626,true,true,15,0.26575624483635907,0.2553942945624047,0.2509242358034555,V-MEASURE,BTCUSDT,H1,CONFIRM,ic_ewma_vol_vs_target,ewma_vol,target_abs_oo
V-MEASURE|BTCUSDT|H1|CONFIRM|oos_ic|ridge_rv20|target_abs_oo,0.30360956888888374,15,0.2520901170516409,0.3505062526961438,0.2520901170516409,0.26612998218259026,0.33930081892844904,0.3505062526961438,true,true,15,0.264685092995063,0.25542512306120446,0.2520901170516409,V-MEASURE,BTCUSDT,H1,CONFIRM,oos_ic,ridge_rv20,target_abs_oo
V-MEASURE|BTCUSDT|H1|CONFIRM|dmae_vs_uncond|ridge_rv20|target_abs_oo,2.1268430883793354,15,1.3891029876734529,2.916520031126886,1.3891029876734529,1.5547875118874497,2.6796998581428926,2.916520031126886,true,true,15,1.542898931743115,1.4374745563082223,1.3891029876734529,V-MEASURE,BTCUSDT,H1,CONFIRM,dmae_vs_uncond,ridge_rv20,target_abs_oo
