symbol,clock,band,n_obs,live,shuf_p50,shuf_p95,shuf_sd,shuf_outside_c90,shuf_p,blk_p50,blk_p95,blk_retention,blk_p,blk_above_p95,unr_p50,unr_sd,layer,z_live
1000LUNCUSDT,H1,CONFIRM,3662,0.3167616294428402,-0.007290765192873063,0.1507448208447953,0.0655263677409279,true,0.004975124378109453,0.10943736873557863,0.13128849206127044,0.34548808493020666,0.0004997501249375312,true,-0.00024248440948542734,0.01619813680507546,COLLAPSED_AS_EXPECTED,19.570406008238972
1000LUNCUSDT,H4,DESIGN,251,0.0968283121606158,0.007221808320674794,0.11373501962439188,0.06859958494756223,false,0.12437810945273632,0.046379050267880056,0.13270358314945882,0.47898232689368714,0.1724137931034483,false,0.0016494089618017825,0.061969115949019715,LIVE_INSIDE_DESTROYED_NULL,1.5359086819491676
1000LUNCUSDT,H4,CONFIRM,856,0.2768916173579971,-0.013467380065133412,0.21622559606624828,0.08271234448074756,true,0.009950248756218905,0.11869115387986837,0.16269099047313718,0.4286556415552692,0.0004997501249375312,true,0.00018653270507298193,0.03503566960944703,COLLAPSED_AS_EXPECTED,7.897810652327686
1000LUNCUSDT,D1,DESIGN,53,0.03386550556361877,-0.0005644250927269792,0.23971940009675854,0.13162260116440402,false,0.39303482587064675,0.050878890501532006,0.18410337042412508,1.5023809523809524,0.5837081459270365,false,0.0006853733268827607,0.1416765748652828,LIVE_INSIDE_DESTROYED_NULL,0.2341963183983399
1000LUNCUSDT,D1,CONFIRM,174,0.1709969936484765,-0.0029351649734706622,0.1521901832001062,0.08919206676906215,true,0.04975124378109453,0.0811481426852506,0.1865552473335234,0.47455888524022355,0.0769615192403798,false,-0.005016091014033681,0.07560926585177132,LIVE_INSIDE_DESTROYED_NULL,2.327930084754112
MATICUSDT,H1,DESIGN,7852,0.4026957201322831,-0.04163621156555741,0.25837940694388256,0.11121315169243054,true,0.004975124378109453,0.23391300727502906,0.24634918278308385,0.5808678751246475,0.0004997501249375312,true,0.00010380531326319778,0.011367243655742734,COLLAPSED_AS_EXPECTED,35.416845720169846
MATICUSDT,H1,CONFIRM,6961,0.33821993783192367,-0.0032825964983322882,0.16094083283725347,0.07573128824824697,true,0.004975124378109453,0.1348634673062446,0.15084116166692196,0.3987448763983399,0.0004997501249375312,true,-0.0002577208416699651,0.011980298436607952,COLLAPSED_AS_EXPECTED,28.252857010582844
MATICUSDT,H4,DESIGN,1968,0.35474752606135757,-0.04147753254463772,0.2956852433982302,0.12774096631522536,true,0.009950248756218905,0.2503806238913251,0.2723411144424427,0.7057994925890447,0.0004997501249375312,true,-0.0010616853032548936,0.023069155933673965,COLLAPSED_AS_EXPECTED,15.423590372686284
MATICUSDT,H4,CONFIRM,1739,0.2981951725350872,0.002964309052238477,0.20987099702027437,0.0914610331894758,true,0.009950248756218905,0.1590261740830533,0.18849145040960516,0.5332956021088553,0.0004997501249375312,true,-0.0004034183990635147,0.023663227093416294,COLLAPSED_AS_EXPECTED,12.618675794107066
MATICUSDT,D1,DESIGN,327,0.2569535135151841,-0.03710479598248033,0.26607336962000827,0.13024852768147335,false,0.05970149253731343,0.1926251320124474,0.25093905690282436,0.7496497299347676,0.03398300849575212,true,-0.0007760517216808289,0.05487354836687472,COLLAPSED_AS_EXPECTED,4.696790583210169
MATICUSDT,D1,CONFIRM,283,0.19631903139761808,-0.003945748016404569,0.15547014891393318,0.08944678274353979,true,0.014925373134328358,0.14536818686723754,0.22356203229451138,0.7404691528495453,0.1504247876061969,false,-0.0012971596967717137,0.05950930223211054,COLLAPSED_AS_EXPECTED,3.3207613546468093
INJUSDT,H1,DESIGN,1212,0.15972128049945536,-0.00819840709736075,0.09757990358132165,0.05720815636256014,true,0.024875621890547265,0.01411634824706737,0.0592808768463526,0.08838113620755443,0.0004997501249375312,true,-0.0002866057547895242,0.02899011891225533,COLLAPSED_AS_EXPECTED,5.519393926549329
INJUSDT,H1,CONFIRM,6931,0.3561750449817206,-0.051435947815513305,0.22319736600753806,0.13094224490589404,true,0.004975124378109453,0.2067191311090592,0.21980661672065083,0.5803863409904766,0.0004997501249375312,true,-0.00014893744999373295,0.011973839056490217,COLLAPSED_AS_EXPECTED,29.75854116216594
INJUSDT,H4,DESIGN,293,-0.004244981923762072,-0.006825938566552902,0.10787940778256175,0.05933062412669021,false,0.48258706467661694,0.021194377044847584,0.09422624255649241,-4.992807372443245,0.7231384307846077,false,-0.0017890180056313518,0.05877646048187945,COLLAPSED_AS_EXPECTED,-0.041784821644506545
INJUSDT,H4,CONFIRM,1733,0.3567818909949191,-0.05088116147299385,0.31895037931742676,0.18740895746209688,true,0.024875621890547265,0.27897976980659756,0.3015610674646113,0.7819336598856989,0.0004997501249375312,true,0.0005599247072393967,0.023640710842982072,COLLAPSED_AS_EXPECTED,15.068158003101116
INJUSDT,D1,DESIGN,41,0.04407665505226481,-0.0031358885017421603,0.4836236933797909,0.21181005153034574,false,0.373134328358209,-0.030139372822299653,0.21693379790940764,-0.6837944664031621,0.3168415792103948,false,-0.0020905923344947735,0.1579739110744095,LIVE_INSIDE_DESTROYED_NULL,0.29224602387044596
INJUSDT,D1,CONFIRM,286,-0.2164503019445253,0.00912361066404712,0.27803490476147713,0.19173358971501642,false,0.8159203980099502,-0.2217043546953688,-0.15743229812549453,1.0242737141211755,0.4482758620689655,false,-0.0012493283353360374,0.05928671392468038,COLLAPSED_AS_EXPECTED,-3.6298347363725885
BNBUSDT,H1,DESIGN,2328,0.3303549273603149,-0.0124250126803189,0.15144803714026525,0.07061136282734302,true,0.004975124378109453,0.03360878232252582,0.06683255300765846,0.10173537471069427,0.0004997501249375312,true,-0.0006850431387202488,0.021112386121281544,COLLAPSED_AS_EXPECTED,15.679893717240365
BNBUSDT,H1,CONFIRM,6453,0.3263345546615591,-0.010559988646633503,0.1289873715257116,0.054532124309193464,true,0.004975124378109453,0.11003636806403252,0.12704418299698694,0.33718883425676766,0.0004997501249375312,true,-0.00008732738412120839,0.012508324745988848,COLLAPSED_AS_EXPECTED,26.096370910929284
BNBUSDT,H4,DESIGN,587,0.25901776205388555,-0.014517051339906838,0.17216244192845687,0.07866394644414046,true,0.014925373134328358,0.026886678334947487,0.08906535617347887,0.10380245015534507,0.0004997501249375312,true,0.000014328028160938922,0.041101536841865696,COLLAPSED_AS_EXPECTED,6.301551083654512
BNBUSDT,H4,CONFIRM,1634,0.3141868198360355,-0.017048724786424642,0.20141843519693242,0.07595058287243349,true,0.004975124378109453,0.14554427441566223,0.17754976430786404,0.4632411839924327,0.0004997501249375312,true,0.00007194554903587577,0.024180177337367263,COLLAPSED_AS_EXPECTED,12.990594316344268
BNBUSDT,D1,DESIGN,100,0.17156915691569158,-0.011557155715571558,0.19305130513051308,0.11913647198278918,false,0.07462686567164178,0.031677167716771676,0.18671887188718875,0.18463206491326242,0.07096451774112944,false,0.0038763876387638762,0.100989412149089,LIVE_INSIDE_DESTROYED_NULL,1.660498518689916
BNBUSDT,D1,CONFIRM,265,0.1716040223642457,0.004125022287179017,0.10547242531901434,0.05956161470310732,true,0.009950248756218905,0.08248932230533525,0.17105312199446393,0.4806957387644672,0.04997501249375312,true,0.0002501967558895511,0.06199368243866696,LIVE_INSIDE_DESTROYED_NULL,2.7640530271432726
DYDXUSDT,H1,DESIGN,1480,0.17857855391559774,-0.013298377366749298,0.11587816927644218,0.06994986278579912,true,0.009950248756218905,0.025645337367647493,0.06534594819977278,0.1436081590164984,0.0004997501249375312,true,0.0003821707915860668,0.026225805237546945,COLLAPSED_AS_EXPECTED,6.794696350024425
DYDXUSDT,H1,CONFIRM,6351,0.3270146970437356,-0.03636170839730854,0.19803806723955494,0.0870178934072321,true,0.004975124378109453,0.16972398429752644,0.1851294880022922,0.5190102641620026,0.0004997501249375312,true,0.0003093742697214078,0.012699409866182681,COLLAPSED_AS_EXPECTED,25.726023981948906
DYDXUSDT,H4,DESIGN,362,-0.005724786043657569,-0.004361416503334003,0.14656471099265667,0.08655843613391014,false,0.5124378109452736,0.005646492533548998,0.09129901076656403,-0.986323766598175,0.5782108945527237,false,0.001953037301432061,0.05391144704299623,COLLAPSED_AS_EXPECTED,-0.14241545657207647
DYDXUSDT,H4,CONFIRM,1605,0.30120170308997246,-0.0456686270814545,0.2672936286064555,0.1154766923917239,true,0.029850746268656716,0.2123689331445024,0.23856913901408058,0.7050721525338298,0.0004997501249375312,true,0.0006395078204222053,0.024471923653713982,COLLAPSED_AS_EXPECTED,12.2819194568685
DYDXUSDT,D1,DESIGN,65,-0.14488636363636365,-0.00743006993006993,0.16519449300699177,0.11761655639505732,false,0.8557213930348259,-0.04055944055944056,0.14908435314685317,0.27993966817496224,0.8190904547726137,false,0.0014423076923076922,0.12597070470787425,COLLAPSED_AS_EXPECTED,-1.1616087380634026
